date,vending_machine,cash_type,money,product_name
2024-09-22,Central,Cash,2.65,Hot Chocolate
2024-09-22,Central,Cash,2.65,Hot Chocolate
2024-09-22,Central,Money,2.10,Americano
2024-09-23,Central,Cash,2.90,Cappuccino
2024-09-23,Central,Cash,2.35,Americano with Milk
2024-09-23,Central,Money,2.35,Americano with Milk
2024-09-24,Central,Money,3.05,Latte
2024-09-24,Central,Money,3.05,Latte
2024-09-24,Central,Cash,3.05,Latte
2024-09-25,Central,Cash,2.90,Cappuccino
2024-09-25,Central,Cash,3.05,Latte
2024-09-25,Central,Money,2.35,Americano with Milk
2024-09-26,Central,Money,2.35,Americano with Milk
2024-09-26,Central,Money,1.80,Espresso
2024-09-26,Central,Cash,2.90,Cappuccino
2024-09-26,Central,Cash,3.05,Latte
2024-09-27,Central,Money,2.35,Americano with Milk
2024-09-27,Central,Cash,2.25,Cortado
2024-09-27,Central,Cash,2.90,Cappuccino
2024-09-27,Central,Cash,2.35,Americano with Milk
2024-09-27,Central,Cash,2.90,Cappuccino
2024-09-27,Central,Cash,2.90,Cappuccino
2024-09-27,Central,Cash,2.90,Cappuccino
2024-09-28,Central,Cash,3.05,Latte
2024-09-28,Central,Cash,2.25,Cortado
2024-09-29,Central,Cash,2.10,Americano
2024-09-29,Central,Cash,2.35,Americano with Milk
2024-09-29,Central,Money,2.25,Cortado
2024-09-29,Central,Money,3.05,Latte
2024-09-29,Central,Money,2.90,Cappuccino
2024-09-30,Central,Money,2.35,Americano with Milk
2024-09-30,Central,Cash,3.05,Latte
2024-09-30,Central,Cash,3.05,Latte
2024-09-30,Central,Cash,2.35,Americano with Milk
2024-10-01,Central,Money,2.35,Americano with Milk
2024-10-01,Central,Cash,2.35,Americano with Milk
2024-10-01,Central,Money,2.10,Americano
2024-10-01,Central,Money,2.65,Hot Chocolate
2024-10-02,Central,Cash,3.05,Latte
2024-10-02,Central,Cash,2.90,Cappuccino
2024-10-02,Central,Cash,2.65,Hot Chocolate
2024-10-02,Central,Cash,2.65,Hot Chocolate
2024-10-03,Central,Money,2.25,Cortado
2024-10-04,Central,Cash,2.10,Americano
2024-10-04,Central,Cash,2.35,Americano with Milk
2024-10-05,Central,Cash,2.50,Cocoa
2024-10-05,Central,Cash,2.10,Americano
2024-10-06,Central,Cash,2.90,Cappuccino
2024-10-06,Central,Money,3.05,Latte
2024-10-06,Central,Money,3.05,Latte
2024-10-06,Central,Money,2.35,Americano with Milk
2024-10-06,Central,Cash,2.10,Americano
2024-10-06,Central,Cash,2.90,Cappuccino
2024-10-06,Central,Cash,2.35,Americano with Milk
2024-10-06,Central,Cash,2.65,Hot Chocolate
2024-10-06,Central,Cash,2.65,Hot Chocolate
2024-10-07,Central,Cash,3.05,Latte
2024-10-07,Central,Cash,3.05,Latte
2024-10-07,Central,Cash,2.10,Americano
2024-10-07,Central,Money,2.10,Americano
2024-10-07,Central,Cash,2.65,Hot Chocolate
2024-10-08,Central,Cash,3.05,Latte
2024-10-08,Central,Cash,3.05,Latte
2024-10-08,Central,Cash,3.05,Latte
2024-10-08,Central,Cash,2.35,Americano with Milk
2024-10-08,Central,Cash,2.35,Americano with Milk
2024-10-09,Central,Money,3.05,Latte
2024-10-09,Central,Cash,2.35,Americano with Milk
2024-10-09,Central,Money,3.05,Latte
2024-10-09,Central,Cash,2.35,Americano with Milk
2024-10-09,Central,Cash,2.10,Americano
2024-10-10,Central,Cash,3.05,Latte
2024-10-10,Central,Cash,3.05,Latte
2024-10-10,Central,Cash,2.10,Americano
2024-10-10,Central,Cash,2.35,Americano with Milk
2024-10-10,Central,Cash,3.05,Latte
2024-10-11,Central,Cash,2.35,Americano with Milk
2024-10-11,Central,Cash,2.35,Americano with Milk
2024-10-11,Central,Cash,3.05,Latte
2024-10-11,Central,Cash,2.65,Hot Chocolate
2024-10-12,Central,Cash,2.35,Americano with Milk
2024-10-13,Central,Cash,2.35,Americano with Milk
2024-10-13,Central,Money,2.25,Cortado
2024-10-13,Central,Money,2.25,Cortado
2024-10-13,Central,Cash,2.90,Cappuccino
2024-10-14,Central,Cash,2.25,Cortado
2024-10-14,Central,Money,3.05,Latte
2024-10-14,Central,Cash,2.10,Americano
2024-10-14,Central,Cash,3.05,Latte
2024-10-14,Central,Money,3.05,Latte
2024-10-14,Central,Money,2.90,Cappuccino
2024-10-15,Central,Cash,2.35,Americano with Milk
2024-10-15,Central,Cash,2.10,Americano
2024-10-15,Central,Cash,1.80,Espresso
2024-10-15,Central,Money,3.05,Latte
2024-10-16,Central,Cash,2.65,Hot Chocolate
2024-10-16,Central,Cash,3.05,Latte
2024-10-16,Central,Money,2.35,Americano with Milk
2024-10-16,Central,Money,2.10,Americano
2024-10-16,Central,Cash,2.35,Americano with Milk
2024-10-17,Central,Money,3.05,Latte
2024-10-17,Central,Money,2.35,Americano with Milk
2024-10-17,Central,Cash,3.05,Latte
2024-10-17,Central,Cash,2.35,Americano with Milk
2024-10-17,Central,Cash,2.10,Americano
2024-10-17,Central,Money,2.65,Hot Chocolate
2024-10-17,Central,Cash,2.65,Hot Chocolate
2024-10-17,Central,Cash,2.65,Hot Chocolate
2024-10-17,Central,Money,2.65,Hot Chocolate
2024-10-17,Central,Cash,2.35,Americano with Milk
2024-10-17,Central,Cash,3.05,Latte
2024-10-17,Central,Cash,3.05,Latte
2024-10-18,Central,Cash,2.50,Cocoa
2024-10-18,Central,Cash,2.50,Cocoa
2024-10-18,Central,Cash,2.50,Cocoa
2024-10-18,Central,Money,2.90,Cappuccino
2024-10-18,Central,Cash,2.90,Cappuccino
2024-10-18,Central,Cash,3.05,Latte
2024-10-18,Central,Cash,2.65,Hot Chocolate
2024-10-18,Central,Money,2.50,Cocoa
2024-10-18,Central,Cash,2.50,Cocoa
2024-10-19,Central,Cash,2.35,Americano with Milk
2024-10-19,Central,Money,3.05,Latte
2024-10-20,Central,Money,2.50,Cocoa
2024-10-20,Central,Cash,2.65,Hot Chocolate
2024-10-20,Central,Cash,3.05,Latte
2024-10-20,Central,Cash,2.50,Cocoa
2024-10-20,Central,Cash,2.90,Cappuccino
2024-10-21,Central,Cash,3.05,Latte
2024-10-21,Central,Cash,3.05,Latte
2024-10-21,Central,Cash,2.35,Americano with Milk
2024-10-21,Central,Cash,3.05,Latte
2024-10-21,Central,Cash,3.05,Latte
2024-10-21,Central,Cash,2.65,Hot Chocolate
2024-10-22,Central,Cash,2.90,Cappuccino
2024-10-22,Central,Cash,2.35,Americano with Milk
2024-10-22,Central,Cash,2.65,Hot Chocolate
2024-10-23,Central,Cash,2.35,Americano with Milk
2024-10-23,Central,Money,2.90,Cappuccino
2024-10-23,Central,Cash,2.65,Hot Chocolate
2024-10-24,Central,Cash,2.10,Americano
2024-10-24,Central,Cash,3.05,Latte
2024-10-24,Central,Money,3.05,Latte
2024-10-24,Central,Money,3.05,Latte
2024-10-24,Central,Money,3.05,Latte
2024-10-25,Central,Money,2.90,Cappuccino
2024-10-25,Central,Cash,2.10,Americano
2024-10-25,Central,Cash,2.35,Americano with Milk
2024-10-26,Central,Money,2.35,Americano with Milk
2024-10-26,Central,Cash,2.25,Cortado
2024-10-26,Central,Money,3.05,Latte
2024-10-26,Central,Cash,3.05,Latte
2024-10-26,Central,Cash,2.90,Cappuccino
2024-10-26,Central,Money,2.35,Americano with Milk
2024-10-27,Central,Cash,2.35,Americano with Milk
2024-10-27,Central,Money,3.05,Latte
2024-10-28,Central,Cash,2.10,Americano
2024-10-28,Central,Cash,3.05,Latte
2024-10-28,Central,Cash,3.05,Latte
2024-10-28,Central,Cash,3.05,Latte
2024-10-28,Central,Cash,2.35,Americano with Milk
2024-10-28,Central,Money,2.35,Americano with Milk
2024-10-29,Central,Cash,3.05,Latte
2024-10-29,Central,Money,2.25,Cortado
2024-10-29,Central,Money,2.90,Cappuccino
2024-10-29,Central,Cash,2.65,Hot Chocolate
2024-10-29,Central,Money,2.35,Americano with Milk
2024-10-29,Central,Cash,2.35,Americano with Milk
2024-10-30,Central,Money,2.35,Americano with Milk
2024-10-30,Central,Cash,3.05,Latte
2024-10-30,Central,Cash,2.35,Americano with Milk
2024-11-01,Central,Cash,2.50,Cocoa
2024-11-02,Central,Cash,2.25,Cortado
2024-11-02,Central,Money,2.65,Hot Chocolate
2024-11-02,Central,Money,2.35,Americano with Milk
2024-11-03,Central,Money,2.35,Americano with Milk
2024-11-03,Central,Cash,2.65,Hot Chocolate
2024-11-03,Central,Cash,2.10,Americano
2024-11-03,Central,Cash,2.10,Americano
2024-11-04,Central,Cash,3.05,Latte
2024-11-04,Central,Cash,2.35,Americano with Milk
2024-11-04,Central,Money,2.35,Americano with Milk
2024-11-05,Central,Cash,2.90,Cappuccino
2024-11-05,Central,Cash,2.35,Americano with Milk
2024-11-05,Central,Cash,2.90,Cappuccino
2024-11-05,Central,Cash,2.90,Cappuccino
2024-11-05,Central,Cash,2.50,Cocoa
2024-11-05,Central,Cash,2.65,Hot Chocolate
2024-11-05,Central,Money,2.35,Americano with Milk
2024-11-06,Central,Cash,2.65,Hot Chocolate
2024-11-07,Central,Cash,3.05,Latte
2024-11-07,Central,Cash,2.10,Americano
2024-11-07,Central,Cash,2.50,Cocoa
2024-11-08,Central,Cash,2.10,Americano
2024-11-08,Central,Money,2.65,Hot Chocolate
2024-11-09,Central,Money,2.35,Americano with Milk
2024-11-09,Central,Cash,2.25,Cortado
2024-11-09,Central,Money,3.05,Latte
2024-11-09,Central,Cash,2.65,Hot Chocolate
2024-11-09,Central,Cash,2.65,Hot Chocolate
2024-11-10,Central,Cash,2.50,Cocoa
2024-11-11,Central,Cash,2.25,Cortado
2024-11-11,Central,Money,2.90,Cappuccino
2024-11-11,Central,Cash,2.90,Cappuccino
2024-11-11,Central,Cash,3.05,Latte
2024-11-11,Central,Cash,2.65,Hot Chocolate
2024-11-12,Central,Money,2.65,Hot Chocolate
2024-11-12,Central,Cash,2.65,Hot Chocolate
2024-11-12,Central,Cash,3.05,Latte
2024-11-12,Central,Cash,2.50,Cocoa
2024-11-13,Central,Money,2.35,Americano with Milk
2024-11-13,Central,Money,2.35,Americano with Milk
2024-11-14,Central,Money,2.90,Cappuccino
2024-11-14,Central,Cash,2.90,Cappuccino
2024-11-14,Central,Money,2.35,Americano with Milk
2024-11-14,Central,Money,2.65,Hot Chocolate
2024-11-14,Central,Money,2.65,Hot Chocolate
2024-11-15,Central,Money,2.35,Americano with Milk
2024-11-15,Central,Money,2.35,Americano with Milk
2024-11-16,Central,Money,2.25,Cortado
2024-11-16,Central,Cash,3.05,Latte
2024-11-16,Central,Money,2.35,Americano with Milk
2024-11-16,Central,Cash,2.35,Americano with Milk
2024-11-16,Central,Money,3.05,Latte
2024-11-16,Central,Cash,2.35,Americano with Milk
2024-11-17,Central,Cash,3.05,Latte
2024-11-17,Central,Cash,2.65,Hot Chocolate
2024-11-18,Central,Cash,2.35,Americano with Milk
2024-11-18,Central,Cash,3.05,Latte
2024-11-19,Central,Cash,2.50,Cocoa
2024-11-19,Central,Cash,3.05,Latte
2024-11-19,Central,Cash,2.35,Americano with Milk
2024-11-19,Central,Cash,2.90,Cappuccino
2024-11-19,Central,Money,2.90,Cappuccino
2024-11-20,Central,Money,2.35,Americano with Milk
2024-11-20,Central,Cash,3.05,Latte
2024-11-21,Central,Money,2.50,Cocoa
2024-11-21,Central,Cash,2.65,Hot Chocolate
2024-11-22,Central,Cash,2.50,Cocoa
2024-11-22,Central,Cash,3.05,Latte
2024-11-23,Central,Money,3.05,Latte
2024-11-23,Central,Money,2.90,Cappuccino
2024-11-23,Central,Money,2.65,Hot Chocolate
2024-11-23,Central,Cash,3.05,Latte
2024-11-25,Central,Cash,2.90,Cappuccino
2024-11-25,Central,Cash,3.05,Latte
2024-11-25,Central,Cash,2.35,Americano with Milk
2024-11-25,Central,Cash,2.25,Cortado
2024-11-25,Central,Cash,3.05,Latte
2024-11-25,Central,Money,3.05,Latte
2024-11-25,Central,Cash,2.90,Cappuccino
2024-11-26,Central,Cash,3.05,Latte
2024-11-26,Central,Money,2.50,Cocoa
2024-11-26,Central,Money,2.10,Americano
2024-11-26,Central,Cash,2.50,Cocoa
2024-11-26,Central,Cash,3.05,Latte
2024-11-26,Central,Cash,2.10,Americano
2024-11-28,Central,Money,2.90,Cappuccino
2024-11-29,Central,Cash,2.35,Americano with Milk
2024-12-01,Central,Cash,2.35,Americano with Milk
2024-12-01,Central,Cash,2.90,Cappuccino
2024-12-01,Central,Cash,2.35,Americano with Milk
2024-12-01,Central,Money,2.35,Americano with Milk
2024-12-02,Central,Money,2.10,Americano
2024-12-02,Central,Cash,2.50,Cocoa
2024-12-02,Central,Cash,1.80,Espresso
2024-12-03,Central,Cash,2.10,Americano
2024-12-03,Central,Cash,2.35,Americano with Milk
2024-12-03,Central,Cash,3.05,Latte
2024-12-03,Central,Money,2.90,Cappuccino
2024-12-03,Central,Cash,2.35,Americano with Milk
2024-12-04,Central,Cash,2.25,Cortado
2024-12-04,Central,Cash,3.05,Latte
2024-12-04,Central,Money,3.05,Latte
2024-12-04,Central,Cash,2.35,Americano with Milk
2024-12-04,Central,Cash,2.35,Americano with Milk
2024-12-05,Central,Money,2.10,Americano
2024-12-05,Central,Money,2.90,Cappuccino
2024-12-05,Central,Cash,3.05,Latte
2024-12-07,Central,Cash,2.90,Cappuccino
2024-12-07,Central,Cash,2.10,Americano
2024-12-08,Central,Money,3.05,Latte
2024-12-08,Central,Cash,2.90,Cappuccino
2024-12-08,Central,Cash,2.35,Americano with Milk
2024-12-08,Central,Money,2.90,Cappuccino
2024-12-08,Central,Cash,2.90,Cappuccino
2024-12-09,Central,Money,2.25,Cortado
2024-12-11,Central,Cash,2.65,Hot Chocolate
2024-12-11,Central,Money,1.80,Espresso
2024-12-11,Central,Cash,2.50,Cocoa
2024-12-11,Central,Cash,3.05,Latte
2024-12-11,Central,Cash,3.05,Latte
2024-12-12,Central,Cash,1.80,Espresso
2024-12-12,Central,Cash,2.50,Cocoa
2024-12-12,Central,Cash,2.50,Cocoa
2024-12-13,Central,Cash,2.90,Cappuccino
2024-12-13,Central,Money,3.05,Latte
2024-12-14,Central,Cash,2.35,Americano with Milk
2024-12-14,Central,Cash,2.90,Cappuccino
2024-12-14,Central,Money,2.50,Cocoa
2024-12-14,Central,Cash,2.10,Americano
2024-12-14,Central,Cash,2.10,Americano
2024-12-14,Central,Money,2.10,Americano
2024-12-14,Central,Cash,2.35,Americano with Milk
2024-12-15,Central,Cash,2.50,Cocoa
2024-12-16,Central,Cash,3.05,Latte
2024-12-16,Central,Cash,2.50,Cocoa
2024-12-16,Central,Cash,2.65,Hot Chocolate
2024-12-16,Central,Cash,2.35,Americano with Milk
2024-12-17,Central,Cash,2.35,Americano with Milk
2024-12-17,Central,Cash,2.50,Cocoa
2024-12-19,Central,Cash,2.90,Cappuccino
2024-12-19,Central,Money,2.35,Americano with Milk
2024-12-19,Central,Cash,2.65,Hot Chocolate
2024-12-19,Central,Cash,3.05,Latte
2024-12-19,Central,Money,2.90,Cappuccino
2024-12-20,Central,Cash,2.35,Americano with Milk
2024-12-20,Central,Cash,1.80,Espresso
2024-12-21,Central,Cash,3.05,Latte
2024-12-21,Central,Money,2.50,Cocoa
2024-12-21,Central,Cash,2.65,Hot Chocolate
2024-12-21,Central,Cash,2.25,Cortado
2024-12-21,Central,Cash,2.35,Americano with Milk
2024-12-21,Central,Cash,2.25,Cortado
2024-12-22,Central,Cash,2.90,Cappuccino
2024-12-22,Central,Cash,2.90,Cappuccino
2024-12-22,Central,Cash,2.65,Hot Chocolate
2024-12-23,Central,Cash,2.35,Americano with Milk
2024-12-23,Central,Cash,2.35,Americano with Milk
2024-12-23,Central,Money,2.35,Americano with Milk
2024-12-23,Central,Money,2.25,Cortado
2024-12-24,Central,Cash,2.65,Hot Chocolate
2024-12-24,Central,Cash,2.25,Cortado
2024-12-25,Central,Cash,3.05,Latte
2024-12-25,Central,Money,2.10,Americano
2024-12-25,Central,Cash,2.90,Cappuccino
2024-12-25,Central,Money,2.90,Cappuccino
2024-12-25,Central,Money,2.35,Americano with Milk
2024-12-27,Central,Cash,2.35,Americano with Milk
2024-12-27,Central,Cash,2.50,Cocoa
2024-12-28,Central,Cash,3.05,Latte
2024-12-28,Central,Money,2.90,Cappuccino
2024-12-29,Central,Cash,2.65,Hot Chocolate
2024-12-30,Central,Cash,2.25,Cortado
2024-12-30,Central,Money,3.05,Latte
2024-12-31,Central,Cash,2.35,Americano with Milk
2024-12-31,Central,Cash,2.35,Americano with Milk
2024-12-31,Central,Cash,2.35,Americano with Milk
2024-12-31,Central,Cash,2.35,Americano with Milk
2025-01-02,Central,Cash,2.35,Americano with Milk
2025-01-02,Central,Cash,2.50,Cocoa
2025-01-02,Central,Cash,2.25,Cortado
2025-01-02,Central,Cash,2.90,Cappuccino
2025-01-03,Central,Cash,2.25,Cortado
2025-01-03,Central,Cash,2.35,Americano with Milk
2025-01-04,Central,Cash,2.25,Cortado
2025-01-04,Central,Cash,2.90,Cappuccino
2025-01-04,Central,Cash,2.90,Cappuccino
2025-01-04,Central,Money,2.90,Cappuccino
2025-01-04,Central,Cash,2.25,Cortado
2025-01-04,Central,Cash,3.05,Latte
2025-01-05,Central,Cash,3.05,Latte
2025-01-07,Central,Money,2.50,Cocoa
2025-01-08,Central,Money,2.35,Americano with Milk
2025-01-08,Central,Cash,3.05,Latte
2025-01-08,Central,Cash,2.25,Cortado
2025-01-09,Central,Money,1.80,Espresso
2025-01-09,Central,Cash,2.35,Americano with Milk
2025-01-09,Central,Money,2.35,Americano with Milk
2025-01-10,Central,Cash,2.65,Hot Chocolate
2025-01-10,Central,Money,2.35,Americano with Milk
2025-01-11,Central,Cash,2.65,Hot Chocolate
2025-01-11,Central,Cash,2.10,Americano
2025-01-12,Central,Cash,2.65,Hot Chocolate
2025-01-13,Central,Cash,3.05,Latte
2025-01-14,Central,Cash,2.90,Cappuccino
2025-01-15,Central,Cash,2.35,Americano with Milk
2025-01-15,Central,Money,2.10,Americano
2025-01-16,Central,Money,2.35,Americano with Milk
2025-01-16,Central,Cash,2.25,Cortado
2025-01-16,Central,Cash,3.05,Latte
2025-01-16,Central,Cash,3.05,Latte
2025-01-16,Central,Cash,2.65,Hot Chocolate
2025-01-17,Central,Money,2.35,Americano with Milk
2025-01-17,Central,Cash,2.35,Americano with Milk
2025-01-17,Central,Cash,2.50,Cocoa
2025-01-17,Central,Money,2.65,Hot Chocolate
2025-01-18,Central,Cash,2.65,Hot Chocolate
2025-01-18,Central,Cash,2.65,Hot Chocolate
2025-01-20,Central,Cash,2.35,Americano with Milk
2025-01-20,Central,Cash,2.35,Americano with Milk
2025-01-20,Central,Money,2.25,Cortado
2025-01-20,Central,Cash,2.10,Americano
2025-01-20,Central,Cash,2.25,Cortado
2025-01-20,Central,Money,2.35,Americano with Milk
2025-01-21,Central,Cash,2.10,Americano
2025-01-22,Central,Money,2.35,Americano with Milk
2025-01-22,Central,Cash,2.50,Cocoa
2025-01-22,Central,Cash,2.35,Americano with Milk
2025-01-24,Central,Cash,2.25,Cortado
2025-01-24,Central,Cash,2.50,Cocoa
2025-01-26,Central,Money,2.10,Americano
2025-01-27,Central,Money,2.25,Cortado
2025-01-27,Central,Cash,2.35,Americano with Milk
2025-01-27,Central,Cash,2.25,Cortado
2025-01-27,Central,Money,3.05,Latte
2025-01-28,Central,Cash,2.10,Americano
2025-01-28,Central,Cash,2.25,Cortado
2025-01-28,Central,Cash,3.05,Latte
2025-01-28,Central,Cash,2.90,Cappuccino
2025-01-29,Central,Money,2.10,Americano
2025-01-30,Central,Cash,2.35,Americano with Milk
2025-01-30,Central,Cash,2.35,Americano with Milk
2025-01-30,Central,Cash,2.25,Cortado
2025-01-30,Central,Money,2.35,Americano with Milk
2025-01-31,Central,Cash,2.90,Cappuccino
2025-01-31,Central,Cash,3.05,Latte
2025-01-31,Central,Cash,2.35,Americano with Milk
2025-02-01,Central,Money,2.35,Americano with Milk
2025-02-01,Central,Money,2.25,Cortado
2025-02-01,Central,Money,2.90,Cappuccino
2025-02-01,Central,Cash,2.35,Americano with Milk
2025-02-01,Central,Money,2.35,Americano with Milk
2025-02-02,Central,Cash,2.90,Cappuccino
2025-02-02,Central,Money,3.05,Latte
2025-02-02,Central,Cash,3.05,Latte
2025-02-03,Central,Money,2.90,Cappuccino
2025-02-03,Central,Cash,2.35,Americano with Milk
2025-02-03,Central,Money,2.35,Americano with Milk
2025-02-03,Central,Money,2.90,Cappuccino
2025-02-03,Central,Cash,2.10,Americano
2025-02-03,Central,Cash,2.35,Americano with Milk
2025-02-03,Central,Cash,2.35,Americano with Milk
2025-02-04,Central,Money,2.35,Americano with Milk
2025-02-04,Central,Cash,2.35,Americano with Milk
2025-02-04,Central,Cash,2.50,Cocoa
2025-02-04,Central,Money,2.50,Cocoa
2025-02-04,Central,Money,2.50,Cocoa
2025-02-05,Central,Cash,2.10,Americano
2025-02-05,Central,Cash,2.10,Americano
2025-02-05,Central,Cash,2.10,Americano
2025-02-05,Central,Money,2.10,Americano
2025-02-05,Central,Cash,2.90,Cappuccino
2025-02-05,Central,Cash,2.90,Cappuccino
2025-02-06,Central,Cash,2.10,Americano
2025-02-06,Central,Money,2.35,Americano with Milk
2025-02-06,Central,Cash,2.90,Cappuccino
2025-02-06,Central,Cash,2.50,Cocoa
2025-02-06,Central,Cash,1.80,Espresso
2025-02-06,Central,Cash,2.50,Cocoa
2025-02-06,Central,Cash,3.05,Latte
2025-02-07,Central,Money,2.35,Americano with Milk
2025-02-07,Central,Money,2.10,Americano
2025-02-07,Central,Cash,2.35,Americano with Milk
2025-02-07,Central,Cash,2.25,Cortado
2025-02-07,Central,Money,2.50,Cocoa
2025-02-08,Central,Cash,2.25,Cortado
2025-02-08,Central,Cash,2.10,Americano
2025-02-09,Central,Cash,2.35,Americano with Milk
2025-02-09,Central,Cash,2.50,Cocoa
2025-02-09,Central,Cash,2.65,Hot Chocolate
2025-02-09,Central,Cash,2.50,Cocoa
2025-02-09,Central,Cash,2.25,Cortado
2025-02-10,Central,Cash,2.35,Americano with Milk
2025-02-10,Central,Cash,2.10,Americano
2025-02-10,Central,Cash,2.50,Cocoa
2025-02-10,Central,Money,2.50,Cocoa
2025-02-10,Central,Cash,2.35,Americano with Milk
2025-02-11,Central,Money,2.10,Americano
2025-02-11,Central,Money,2.65,Hot Chocolate
2025-02-11,Central,Cash,2.35,Americano with Milk
2025-02-11,Central,Money,2.35,Americano with Milk
2025-02-11,Central,Cash,2.35,Americano with Milk
2025-02-11,Central,Cash,2.35,Americano with Milk
2025-02-12,Central,Money,2.50,Cocoa
2025-02-12,Central,Cash,2.35,Americano with Milk
2025-02-12,Central,Cash,3.05,Latte
2025-02-12,Central,Cash,2.10,Americano
2025-02-13,Central,Money,2.10,Americano
2025-02-13,Central,Money,2.35,Americano with Milk
2025-02-13,Central,Cash,2.35,Americano with Milk
2025-02-14,Central,Money,2.10,Americano
2025-02-14,Central,Money,1.80,Espresso
2025-02-14,Central,Cash,3.05,Latte
2025-02-14,Central,Cash,2.90,Cappuccino
2025-02-14,Central,Cash,2.35,Americano with Milk
2025-02-14,Central,Cash,2.10,Americano
2025-02-15,Central,Cash,2.10,Americano
2025-02-15,Central,Cash,2.65,Hot Chocolate
2025-02-16,Central,Cash,2.10,Americano
2025-02-16,Central,Cash,2.65,Hot Chocolate
2025-02-17,Central,Cash,2.10,Americano
2025-02-17,Central,Cash,2.35,Americano with Milk
2025-02-17,Central,Cash,1.80,Espresso
2025-02-17,Central,Money,2.90,Cappuccino
2025-02-17,Central,Cash,3.05,Latte
2025-02-17,Central,Cash,3.05,Latte
2025-02-17,Central,Cash,2.10,Americano
2025-02-17,Central,Money,2.35,Americano with Milk
2025-02-17,Central,Cash,2.10,Americano
2025-02-17,Central,Cash,2.10,Americano
2025-02-17,Central,Cash,3.05,Latte
2025-02-18,Central,Cash,2.10,Americano
2025-02-18,Central,Money,2.35,Americano with Milk
2025-02-18,Central,Cash,2.35,Americano with Milk
2025-02-18,Central,Cash,2.35,Americano with Milk
2025-02-18,Central,Cash,2.35,Americano with Milk
2025-02-18,Central,Money,1.80,Espresso
2025-02-18,Central,Cash,2.50,Cocoa
2025-02-19,Central,Money,2.90,Cappuccino
2025-02-19,Central,Money,2.10,Americano
2025-02-19,Central,Money,2.50,Cocoa
2025-02-19,Central,Cash,2.10,Americano
2025-02-19,Central,Money,2.50,Cocoa
2025-02-20,Central,Cash,2.10,Americano
2025-02-20,Central,Cash,2.10,Americano
2025-02-20,Central,Cash,2.35,Americano with Milk
2025-02-20,Central,Cash,2.90,Cappuccino
2025-02-20,Central,Money,2.65,Hot Chocolate
2025-02-20,Central,Money,2.10,Americano
2025-02-20,Central,Cash,2.65,Hot Chocolate
2025-02-20,Central,Cash,2.50,Cocoa
2025-02-21,Central,Cash,2.10,Americano
2025-02-21,Central,Cash,2.90,Cappuccino
2025-02-21,Central,Cash,2.35,Americano with Milk
2025-02-21,Central,Cash,2.10,Americano
2025-02-21,Central,Cash,2.50,Cocoa
2025-02-22,Central,Cash,2.10,Americano
2025-02-22,Central,Money,2.10,Americano
2025-02-23,Central,Cash,2.35,Americano with Milk
2025-02-23,Central,Money,2.50,Cocoa
2025-02-24,Central,Cash,2.10,Americano
2025-02-24,Central,Cash,2.35,Americano with Milk
2025-02-24,Central,Money,2.50,Cocoa
2025-02-24,Central,Money,2.35,Americano with Milk
2025-02-24,Central,Cash,2.50,Cocoa
2025-02-25,Central,Cash,2.35,Americano with Milk
2025-02-25,Central,Cash,1.80,Espresso
2025-02-25,Central,Cash,2.10,Americano
2025-02-25,Central,Money,2.10,Americano
2025-02-25,Central,Cash,2.90,Cappuccino
2025-02-25,Central,Cash,2.50,Cocoa
2025-02-25,Central,Cash,2.90,Cappuccino
2025-02-26,Central,Cash,2.35,Americano with Milk
2025-02-26,Central,Cash,2.65,Hot Chocolate
2025-02-26,Central,Cash,3.05,Latte
2025-02-26,Central,Cash,2.25,Cortado
2025-02-26,Central,Money,2.10,Americano
2025-02-26,Central,Cash,2.65,Hot Chocolate
2025-02-26,Central,Money,3.05,Latte
2025-02-26,Central,Cash,2.35,Americano with Milk
2025-02-26,Central,Cash,3.05,Latte
2025-02-27,Central,Money,2.35,Americano with Milk
2025-02-27,Central,Cash,2.10,Americano
2025-02-27,Central,Cash,3.05,Latte
2025-02-27,Central,Cash,2.10,Americano
2025-02-27,Central,Cash,2.90,Cappuccino
2025-02-28,Central,Money,2.35,Americano with Milk
2025-02-28,Central,Cash,1.80,Espresso
2025-02-28,Central,Money,2.10,Americano
2025-02-28,Central,Cash,2.50,Cocoa
2025-03-01,Central,Cash,2.90,Cappuccino
2025-03-01,Central,Cash,2.35,Americano with Milk
2025-03-02,Central,Cash,2.50,Cocoa
2025-03-02,Central,Cash,3.05,Latte
2025-03-02,Central,Cash,2.35,Americano with Milk
2025-03-02,Central,Cash,2.10,Americano
2025-03-02,Central,Cash,2.10,Americano
2025-03-03,Central,Money,2.50,Cocoa
2025-03-03,Central,Money,3.05,Latte
2025-03-03,Central,Cash,2.90,Cappuccino
2025-03-03,Central,Cash,3.05,Latte
2025-03-03,Central,Cash,2.90,Cappuccino
2025-03-03,Central,Money,2.10,Americano
2025-03-03,Central,Cash,2.10,Americano
2025-03-03,Central,Cash,2.10,Americano
2025-03-03,Central,Cash,2.65,Hot Chocolate
2025-03-03,Central,Cash,2.65,Hot Chocolate
2025-03-03,Central,Money,2.35,Americano with Milk
2025-03-03,Central,Cash,3.05,Latte
2025-03-04,Central,Money,2.10,Americano
2025-03-04,Central,Cash,2.35,Americano with Milk
2025-03-04,Central,Cash,2.10,Americano
2025-03-04,Central,Cash,2.10,Americano
