"date","vending_machine","cash_type","money","product_name"
"11/17/2024","Riverside","Cash","2.65","Hot Chocolate"
"11/18/2024","Riverside","Cash","2.35","Americano with Milk"
"11/18/2024","Riverside","Cash","3.05","Latte"
"11/19/2024","Riverside","Money","2.50","Cocoa"
"11/19/2024","Riverside","Cash","2.50","Cocoa"
"11/21/2024","Riverside","Money","2.25","Cortado"
"11/21/2024","Riverside","Cash","3.05","Latte"
"11/21/2024","Riverside","Money","2.25","Cortado"
"11/22/2024","Riverside","Cash","2.90","Cappuccino"
"11/22/2024","Riverside","Cash","3.05","Latte"
"11/22/2024","Riverside","Money","2.65","Hot Chocolate"
"11/26/2024","Riverside","Cash","3.05","Latte"
"11/26/2024","Riverside","Money","2.35","Americano with Milk"
"11/26/2024","Riverside","Cash","2.50","Cocoa"
"11/28/2024","Riverside","Cash","3.05","Latte"
"11/29/2024","Riverside","Cash","3.05","Latte"
"11/29/2024","Riverside","Cash","2.35","Americano with Milk"
"11/30/2024","Riverside","Cash","2.50","Cocoa"
"11/30/2024","Riverside","Cash","2.65","Hot Chocolate"
"11/30/2024","Riverside","Cash","2.50","Cocoa"
"12/1/2024","Riverside","Cash","3.05","Latte"
"12/1/2024","Riverside","Cash","3.05","Latte"
"12/1/2024","Riverside","Cash","2.35","Americano with Milk"
"12/2/2024","Riverside","Money","2.10","Americano"
"12/2/2024","Riverside","Money","2.90","Cappuccino"
"12/3/2024","Riverside","Cash","2.35","Americano with Milk"
"12/4/2024","Riverside","Cash","2.65","Hot Chocolate"
"12/5/2024","Riverside","Cash","2.10","Americano"
"12/5/2024","Riverside","Cash","2.25","Cortado"
"12/5/2024","Riverside","Cash","2.35","Americano with Milk"
"12/6/2024","Riverside","Cash","2.65","Hot Chocolate"
"12/8/2024","Riverside","Money","2.25","Cortado"
"12/8/2024","Riverside","Cash","1.80","Espresso"
"12/8/2024","Riverside","Money","2.35","Americano with Milk"
"12/9/2024","Riverside","Cash","2.50","Cocoa"
"12/10/2024","Riverside","Cash","2.65","Hot Chocolate"
"12/11/2024","Riverside","Money","2.25","Cortado"
"12/12/2024","Riverside","Cash","2.10","Americano"
"12/12/2024","Riverside","Cash","2.10","Americano"
"12/13/2024","Riverside","Cash","2.10","Americano"
"12/13/2024","Riverside","Cash","2.65","Hot Chocolate"
"12/14/2024","Riverside","Cash","2.10","Americano"
"12/14/2024","Riverside","Cash","3.05","Latte"
"12/15/2024","Riverside","Cash","3.05","Latte"
"12/16/2024","Riverside","Cash","3.05","Latte"
"12/17/2024","Riverside","Cash","2.90","Cappuccino"
"12/17/2024","Riverside","Cash","2.90","Cappuccino"
"12/18/2024","Riverside","Cash","3.05","Latte"
"12/19/2024","Riverside","Cash","2.90","Cappuccino"
"12/20/2024","Riverside","Cash","2.25","Cortado"
"12/20/2024","Riverside","Cash","2.35","Americano with Milk"
"12/20/2024","Riverside","Cash","2.25","Cortado"
"12/20/2024","Riverside","Cash","2.90","Cappuccino"
"12/20/2024","Riverside","Cash","2.90","Cappuccino"
"12/21/2024","Riverside","Cash","2.90","Cappuccino"
"12/21/2024","Riverside","Cash","3.05","Latte"
"12/21/2024","Riverside","Cash","2.25","Cortado"
"12/22/2024","Riverside","Cash","2.65","Hot Chocolate"
"12/22/2024","Riverside","Money","2.50","Cocoa"
"12/23/2024","Riverside","Money","3.05","Latte"
"12/24/2024","Riverside","Cash","2.35","Americano with Milk"
"12/24/2024","Riverside","Money","1.80","Espresso"
"12/25/2024","Riverside","Cash","2.35","Americano with Milk"
"12/25/2024","Riverside","Cash","2.50","Cocoa"
"12/27/2024","Riverside","Money","3.05","Latte"
"12/28/2024","Riverside","Cash","2.25","Cortado"
"12/28/2024","Riverside","Cash","2.65","Hot Chocolate"
"12/29/2024","Riverside","Money","1.80","Espresso"
"12/29/2024","Riverside","Cash","1.80","Espresso"
"12/29/2024","Riverside","Cash","3.05","Latte"
"12/30/2024","Riverside","Cash","2.35","Americano with Milk"
"12/31/2024","Riverside","Money","2.25","Cortado"
"12/31/2024","Riverside","Money","2.10","Americano"
"12/31/2024","Riverside","Cash","2.90","Cappuccino"
"12/31/2024","Riverside","Money","2.90","Cappuccino"
"12/31/2024","Riverside","Cash","3.05","Latte"
"12/31/2024","Riverside","Cash","2.65","Hot Chocolate"
"1/2/2025","Riverside","Money","2.35","Americano with Milk"
"1/4/2025","Riverside","Cash","2.50","Cocoa"
"1/4/2025","Riverside","Cash","2.10","Americano"
"1/7/2025","Riverside","Cash","2.90","Cappuccino"
"1/9/2025","Riverside","Money","3.05","Latte"
"1/9/2025","Riverside","Cash","3.05","Latte"
"1/9/2025","Riverside","Cash","3.05","Latte"
"1/10/2025","Riverside","Money","2.90","Cappuccino"
"1/11/2025","Riverside","Cash","2.35","Americano with Milk"
"1/11/2025","Riverside","Money","3.05","Latte"
"1/11/2025","Riverside","Cash","2.35","Americano with Milk"
"1/11/2025","Riverside","Cash","2.90","Cappuccino"
"1/11/2025","Riverside","Cash","3.05","Latte"
"1/11/2025","Riverside","Cash","2.25","Cortado"
"1/11/2025","Riverside","Cash","3.05","Latte"
"1/11/2025","Riverside","Money","2.25","Cortado"
"1/12/2025","Riverside","Cash","2.10","Americano"
"1/13/2025","Riverside","Cash","2.35","Americano with Milk"
"1/13/2025","Riverside","Cash","2.25","Cortado"
"1/13/2025","Riverside","Cash","2.90","Cappuccino"
"1/13/2025","Riverside","Cash","3.05","Latte"
"1/14/2025","Riverside","Cash","3.05","Latte"
"1/14/2025","Riverside","Cash","2.35","Americano with Milk"
"1/15/2025","Riverside","Money","2.90","Cappuccino"
"1/15/2025","Riverside","Cash","3.05","Latte"
"1/17/2025","Riverside","Cash","2.90","Cappuccino"
"1/17/2025","Riverside","Cash","2.65","Hot Chocolate"
"1/18/2025","Riverside","Cash","2.35","Americano with Milk"
"1/20/2025","Riverside","Cash","2.90","Cappuccino"
"1/21/2025","Riverside","Money","2.10","Americano"
"1/21/2025","Riverside","Money","3.05","Latte"
"1/21/2025","Riverside","Money","3.05","Latte"
"1/22/2025","Riverside","Money","2.90","Cappuccino"
"1/22/2025","Riverside","Money","3.05","Latte"
"1/24/2025","Riverside","Cash","2.90","Cappuccino"
"1/24/2025","Riverside","Cash","2.50","Cocoa"
"1/25/2025","Riverside","Money","2.90","Cappuccino"
"1/27/2025","Riverside","Money","2.35","Americano with Milk"
"1/27/2025","Riverside","Money","3.05","Latte"
"1/27/2025","Riverside","Cash","3.05","Latte"
"1/28/2025","Riverside","Money","3.05","Latte"
"1/30/2025","Riverside","Cash","2.65","Hot Chocolate"
"1/30/2025","Riverside","Cash","2.35","Americano with Milk"
"1/31/2025","Riverside","Cash","2.10","Americano"
"1/31/2025","Riverside","Money","2.50","Cocoa"
"1/31/2025","Riverside","Cash","2.90","Cappuccino"
"1/31/2025","Riverside","Money","2.10","Americano"
"2/1/2025","Riverside","Cash","2.25","Cortado"
"2/1/2025","Riverside","Cash","2.90","Cappuccino"
"2/1/2025","Riverside","Money","3.05","Latte"
"2/2/2025","Riverside","Cash","3.05","Latte"
"2/2/2025","Riverside","Cash","3.05","Latte"
"2/3/2025","Riverside","Money","1.80","Espresso"
"2/3/2025","Riverside","Money","2.90","Cappuccino"
"2/3/2025","Riverside","Cash","2.10","Americano"
"2/3/2025","Riverside","Money","3.05","Latte"
"2/4/2025","Riverside","Cash","2.10","Americano"
"2/4/2025","Riverside","Money","2.25","Cortado"
"2/5/2025","Riverside","Cash","1.80","Espresso"
"2/5/2025","Riverside","Money","2.65","Hot Chocolate"
"2/5/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/5/2025","Riverside","Cash","2.90","Cappuccino"
"2/5/2025","Riverside","Cash","2.50","Cocoa"
"2/5/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/6/2025","Riverside","Cash","2.50","Cocoa"
"2/7/2025","Riverside","Money","2.50","Cocoa"
"2/7/2025","Riverside","Money","2.10","Americano"
"2/7/2025","Riverside","Cash","2.50","Cocoa"
"2/7/2025","Riverside","Money","2.25","Cortado"
"2/8/2025","Riverside","Cash","2.10","Americano"
"2/8/2025","Riverside","Cash","2.10","Americano"
"2/8/2025","Riverside","Cash","2.10","Americano"
"2/9/2025","Riverside","Cash","2.10","Americano"
"2/9/2025","Riverside","Money","3.05","Latte"
"2/10/2025","Riverside","Cash","2.10","Americano"
"2/10/2025","Riverside","Cash","3.05","Latte"
"2/11/2025","Riverside","Cash","2.35","Americano with Milk"
"2/11/2025","Riverside","Cash","2.50","Cocoa"
"2/11/2025","Riverside","Money","3.05","Latte"
"2/11/2025","Riverside","Cash","2.10","Americano"
"2/12/2025","Riverside","Money","2.10","Americano"
"2/12/2025","Riverside","Cash","2.10","Americano"
"2/12/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/12/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/12/2025","Riverside","Cash","2.10","Americano"
"2/12/2025","Riverside","Cash","2.90","Cappuccino"
"2/12/2025","Riverside","Cash","2.10","Americano"
"2/12/2025","Riverside","Cash","3.05","Latte"
"2/12/2025","Riverside","Money","2.50","Cocoa"
"2/13/2025","Riverside","Money","2.10","Americano"
"2/13/2025","Riverside","Money","2.35","Americano with Milk"
"2/14/2025","Riverside","Cash","1.80","Espresso"
"2/15/2025","Riverside","Cash","2.90","Cappuccino"
"2/15/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/16/2025","Riverside","Cash","2.10","Americano"
"2/16/2025","Riverside","Cash","2.35","Americano with Milk"
"2/16/2025","Riverside","Money","2.65","Hot Chocolate"
"2/16/2025","Riverside","Cash","2.35","Americano with Milk"
"2/17/2025","Riverside","Cash","2.90","Cappuccino"
"2/17/2025","Riverside","Money","2.10","Americano"
"2/17/2025","Riverside","Cash","2.35","Americano with Milk"
"2/18/2025","Riverside","Cash","2.10","Americano"
"2/18/2025","Riverside","Cash","2.10","Americano"
"2/18/2025","Riverside","Money","2.50","Cocoa"
"2/18/2025","Riverside","Cash","2.10","Americano"
"2/18/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/18/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/19/2025","Riverside","Cash","2.10","Americano"
"2/19/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/19/2025","Riverside","Cash","2.35","Americano with Milk"
"2/19/2025","Riverside","Cash","2.90","Cappuccino"
"2/19/2025","Riverside","Cash","3.05","Latte"
"2/20/2025","Riverside","Money","3.05","Latte"
"2/20/2025","Riverside","Money","1.80","Espresso"
"2/20/2025","Riverside","Cash","2.90","Cappuccino"
"2/21/2025","Riverside","Cash","1.80","Espresso"
"2/21/2025","Riverside","Cash","2.10","Americano"
"2/21/2025","Riverside","Cash","2.10","Americano"
"2/21/2025","Riverside","Cash","2.10","Americano"
"2/21/2025","Riverside","Money","2.10","Americano"
"2/21/2025","Riverside","Money","2.65","Hot Chocolate"
"2/21/2025","Riverside","Money","2.50","Cocoa"
"2/21/2025","Riverside","Cash","2.90","Cappuccino"
"2/22/2025","Riverside","Cash","2.65","Hot Chocolate"
"2/24/2025","Riverside","Money","2.35","Americano with Milk"
"2/24/2025","Riverside","Cash","2.35","Americano with Milk"
"2/24/2025","Riverside","Cash","2.35","Americano with Milk"
"2/24/2025","Riverside","Cash","3.05","Latte"
"2/24/2025","Riverside","Cash","2.35","Americano with Milk"
"2/25/2025","Riverside","Cash","2.10","Americano"
"2/26/2025","Riverside","Cash","2.10","Americano"
"2/26/2025","Riverside","Money","2.10","Americano"
"2/27/2025","Riverside","Cash","2.90","Cappuccino"
"2/27/2025","Riverside","Money","2.10","Americano"
"2/27/2025","Riverside","Money","2.10","Americano"
"2/27/2025","Riverside","Money","3.05","Latte"
"2/28/2025","Riverside","Cash","2.35","Americano with Milk"
"2/28/2025","Riverside","Cash","2.35","Americano with Milk"
"2/28/2025","Riverside","Cash","2.10","Americano"
"2/28/2025","Riverside","Money","2.10","Americano"
"2/28/2025","Riverside","Cash","2.10","Americano"
"3/1/2025","Riverside","Cash","2.10","Americano"
"3/1/2025","Riverside","Cash","3.05","Latte"
"3/1/2025","Riverside","Cash","2.10","Americano"
"3/1/2025","Riverside","Cash","2.10","Americano"
"3/3/2025","Riverside","Cash","2.10","Americano"
"3/3/2025","Riverside","Cash","2.50","Cocoa"
"3/3/2025","Riverside","Cash","3.05","Latte"
"3/3/2025","Riverside","Cash","2.35","Americano with Milk"
"3/4/2025","Riverside","Cash","2.10","Americano"
"3/4/2025","Riverside","Money","2.10","Americano"
"3/5/2025","Riverside","Cash","2.90","Cappuccino"
"3/5/2025","Riverside","Money","2.50","Cocoa"
"3/5/2025","Riverside","Cash","2.10","Americano"
"3/5/2025","Riverside","Cash","3.05","Latte"
"3/5/2025","Riverside","Cash","2.50","Cocoa"
"3/7/2025","Riverside","Cash","2.50","Cocoa"
"3/7/2025","Riverside","Money","2.35","Americano with Milk"
"3/7/2025","Riverside","Money","3.05","Latte"
"3/8/2025","Riverside","Cash","2.10","Americano"
"3/9/2025","Riverside","Cash","1.80","Espresso"
"3/9/2025","Riverside","Cash","2.90","Cappuccino"
"3/9/2025","Riverside","Cash","2.10","Americano"
"3/10/2025","Riverside","Cash","2.35","Americano with Milk"
"3/10/2025","Riverside","Cash","2.50","Cocoa"
"3/10/2025","Riverside","Cash","2.10","Americano"
"3/10/2025","Riverside","Money","3.05","Latte"
"3/10/2025","Riverside","Cash","2.35","Americano with Milk"
"3/10/2025","Riverside","Cash","2.35","Americano with Milk"
"3/11/2025","Riverside","Cash","2.10","Americano"
"3/11/2025","Riverside","Money","2.65","Hot Chocolate"
"3/11/2025","Riverside","Money","2.90","Cappuccino"
"3/12/2025","Riverside","Money","2.10","Americano"
"3/12/2025","Riverside","Cash","3.05","Latte"
"3/12/2025","Riverside","Cash","2.10","Americano"
"3/13/2025","Riverside","Cash","2.90","Cappuccino"
"3/13/2025","Riverside","Money","3.05","Latte"
"3/14/2025","Riverside","Money","2.35","Americano with Milk"
"3/14/2025","Riverside","Cash","2.10","Americano"
"3/14/2025","Riverside","Cash","2.10","Americano"
"3/14/2025","Riverside","Money","3.05","Latte"
"3/15/2025","Riverside","Cash","2.35","Americano with Milk"
"3/15/2025","Riverside","Cash","2.35","Americano with Milk"
"3/17/2025","Riverside","Cash","2.10","Americano"
"3/17/2025","Riverside","Cash","2.90","Cappuccino"
"3/18/2025","Riverside","Money","2.65","Hot Chocolate"
"3/18/2025","Riverside","Money","1.80","Espresso"
"3/19/2025","Riverside","Cash","2.10","Americano"
"3/19/2025","Riverside","Cash","2.90","Cappuccino"
"3/19/2025","Riverside","Cash","3.05","Latte"
"3/19/2025","Riverside","Cash","3.05","Latte"
"3/19/2025","Riverside","Cash","2.10","Americano"
"3/19/2025","Riverside","Cash","2.35","Americano with Milk"
"3/19/2025","Riverside","Cash","1.80","Espresso"
"3/20/2025","Riverside","Cash","2.35","Americano with Milk"
"3/21/2025","Riverside","Cash","2.35","Americano with Milk"
"3/21/2025","Riverside","Cash","2.10","Americano"
"3/21/2025","Riverside","Cash","2.10","Americano"
"3/21/2025","Riverside","Cash","3.05","Latte"
"3/21/2025","Riverside","Cash","2.90","Cappuccino"
"3/21/2025","Riverside","Cash","3.05","Latte"
"3/21/2025","Riverside","Cash","2.65","Hot Chocolate"
"3/21/2025","Riverside","Money","3.05","Latte"
"3/21/2025","Riverside","Money","2.10","Americano"
"3/22/2025","Riverside","Cash","2.10","Americano"
"3/23/2025","Riverside","Cash","2.50","Cocoa"
